,Unnamed: 0,file_name,text
11270,11270,Tomato__Target_Spot/05c5b778-ab92-43c8-a390-93826690fc2d___Com.G_TgS_FL 9746.JPG,the leaves that have been found on the table
11271,11271,Tomato__Target_Spot/05fa9fcd-ce4c-4c47-aabf-6d794ada4e1c___Com.G_TgS_FL 9802.JPG,"a leaf with the word the best place to visit, in front of a gray"
11272,11272,Tomato__Target_Spot/066c4e6b-ec9d-4762-8cad-c0ba4ebd8b44___Com.G_TgS_FL 0825.JPG,two green leaves
11273,11273,Tomato__Target_Spot/068f872e-1b06-423a-8f37-40e75ac14b97___Com.G_TgS_FL 0879.JPG,"a leaf, with the words'don't and'i am"
11274,11274,Tomato__Target_Spot/06a52af1-8456-4d7f-98bc-d5ec26be7083___Com.G_TgS_FL 9923.JPG,a leaf on the ground
11275,11275,Tomato__Target_Spot/06ddddf1-c107-4e34-9546-676f00f52254___Com.G_TgS_FL 8070.JPG,a leaf on a sidewalk
11276,11276,Tomato__Target_Spot/06deea79-68e2-4e28-b42d-0ef3a48b65fe___Com.G_TgS_FL 9819.JPG,the leaf from'how i am home '
11277,11277,Tomato__Target_Spot/0750d00e-3dcd-47cf-8c99-096b3d4cecda___Com.G_TgS_FL 9828.JPG,leaves and flowers on a table
11278,11278,Tomato__Target_Spot/0825b4fc-d76b-446c-834e-78de8e72be38___Com.G_TgS_FL 1015.JPG,two leaves that look like trees
11279,11279,Tomato__Target_Spot/08342078-4bfb-4a33-a586-a564333a1b59___Com.G_TgS_FL 0986.JPG,leaves on a floor
11280,11280,Tomato__Target_Spot/08359d7b-28c1-44d0-a1d9-320839f30d41___Com.G_TgS_FL 0842.JPG,leaves with brown and green leaf markings on it
11281,11281,Tomato__Target_Spot/08b9a677-e59f-4f3b-a4ff-325d211abdd2___Com.G_TgS_FL 1126.JPG,an image of a leaf in the middle of a book
11282,11282,Tomato__Target_Spot/093309e9-6802-4e67-9d9c-b944aff0f743___Com.G_TgS_FL 9732.JPG,a leaf on the ground
11283,11283,Tomato__Target_Spot/096df0cf-7d61-4e67-8785-cba26db95895___Com.G_TgS_FL 9970.JPG,some green leaf on a grey background
11284,11284,Tomato__Target_Spot/0982f241-41b3-4905-83b9-f8c6cf846688___Com.G_TgS_FL 0034.JPG,leaves on a beige background
11285,11285,Tomato__Target_Spot/098d910d-90dd-45c4-9949-dd7b181aed32___Com.G_TgS_FL 0651.JPG,some green leaves that are on the ground
11286,11286,Tomato__Target_Spot/0a2de4c5-d688-4f9d-9107-ace1d281c307___Com.G_TgS_FL 7941.JPG,an old leaf with an inscription saying'' i'lld '
11287,11287,Tomato__Target_Spot/0a458dfc-b513-44f2-a3ce-dab4c3adb939___Com.G_TgS_FL 8166.JPG,a green leaf on the pavement
11288,11288,Tomato__Target_Spot/0a578317-a98b-4e26-b17b-cd2930330375___Com.G_TgS_FL 0785.JPG,"a leaf and the words,'this is how i fall out from the trees"
11289,11289,Tomato__Target_Spot/0a610d40-f5b8-4580-8e32-cc90b3620017___Com.G_TgS_FL 8191.JPG,a leaf on the ground
11290,11290,Tomato__Target_Spot/0abb0bf0-8a1e-4699-80ee-c434385d9514___Com.G_TgS_FL 8115.JPG,leaves on a light gray background
11291,11291,Tomato__Target_Spot/0adf2e61-79af-4129-aae0-f41f73b1725f___Com.G_TgS_FL 8275.JPG,leaves on a gray surface
11292,11292,Tomato__Target_Spot/0b0e5158-180e-487c-b4a7-1ee496473147___Com.G_TgS_FL 9932.JPG,a leaf on the ground
11293,11293,Tomato__Target_Spot/0b126ce6-af82-477f-8f4e-1de79d84a6dd___Com.G_TgS_FL 8294.JPG,a leaf with green leaves around it
11294,11294,Tomato__Target_Spot/0b6c4305-0cdc-4150-914b-5d7a5acb7881___Com.G_TgS_FL 8257.JPG,a leaf laying on the ground
11295,11295,Tomato__Target_Spot/0c2bd887-092f-410d-ac56-9b96110665c8___Com.G_TgS_FL 8285.JPG,a leaf on the surface
11296,11296,Tomato__Target_Spot/0c4c7140-1059-4e3a-a6e2-15c4bdd46743___Com.G_TgS_FL 8142.JPG,the back of a leaf with a small leaf on it
11297,11297,Tomato__Target_Spot/0c80eea7-7c6f-4f3c-be3d-6cca9ec30c1b___Com.G_TgS_FL 0991.JPG,a leaf on the ground
11298,11298,Tomato__Target_Spot/0c91af09-0ad7-46a1-844b-edfd6af34df2___Com.G_TgS_FL 9776.JPG,green leaves floating on top of an air
11299,11299,Tomato__Target_Spot/0cb83b4d-281d-4b8f-a52a-8178fa8af907___Com.G_TgS_FL 7928.JPG,a leaf on a table
11300,11300,Tomato__Target_Spot/0cff721c-1c6c-439e-a71e-7bbfca6d4fb4___Com.G_TgS_FL 0655.JPG,the cover art for the album
11301,11301,Tomato__Target_Spot/0d15f8d7-a777-4c3b-b5e4-5b1d31661e89___Com.G_TgS_FL 1094.JPG,a plant that is on the street
11302,11302,Tomato__Target_Spot/0d97bbcf-f322-410a-984d-935e8d2bb5d0___Com.G_TgS_FL 0748.JPG,a green leaf on a black surface
11303,11303,Tomato__Target_Spot/0df45326-8aa9-49bf-a2fd-e7f454c2dfbf___Com.G_TgS_FL 9718.JPG,a leaf on the ground
11304,11304,Tomato__Target_Spot/0e763e60-8821-4484-9793-f8ee4f515127___Com.G_TgS_FL 8135.JPG,a leaf and a book on the side
11305,11305,Tomato__Target_Spot/0e8a96d7-528a-4d09-8263-2a2d92f3c3b1___Com.G_TgS_FL 8337.JPG,the leaves in front of a gray wall
11306,11306,Tomato__Target_Spot/0e9c0af8-facc-4240-b498-41f8004c8061___Com.G_TgS_FL 0915.JPG,the cover to the song the new light
11307,11307,Tomato__Target_Spot/0eaa45be-4346-4e3c-ab6f-4ce9f9aec1db___Com.G_TgS_FL 7902.JPG,a leaf that is in the middle of the street
11308,11308,Tomato__Target_Spot/0ed61d9f-3301-4088-a020-ccc9ebed8b21___Com.G_TgS_FL 8399.JPG,a leaf
11309,11309,Tomato__Target_Spot/0f32cb0d-8a87-4d7b-beb1-945c4e1cd374___Com.G_TgS_FL 0642.JPG,a leaf with white flowers in the background
11310,11310,Tomato__Target_Spot/0f5f2efc-3544-4fbc-8dcc-e623577596bc___Com.G_TgS_FL 9869.JPG,a leaf on top of a beige surface
11311,11311,Tomato__Target_Spot/0f9aa748-57f0-4b14-98c0-b9c1966badc9___Com.G_TgS_FL 9854.JPG,leaves on a wall
11312,11312,Tomato__Target_Spot/0fccb8d0-3f91-442c-8d74-6dbfb163f8a9___Com.G_TgS_FL 8365.JPG,a green leaf on a gray background
11313,11313,Tomato__Target_Spot/0fe0ad25-e48a-4b91-bd06-bdd5799944e5___Com.G_TgS_FL 8351.JPG,"the leaves that have grown, a photo on a piece of paper that says"
11314,11314,Tomato__Target_Spot/0fe6221c-5848-4000-afc6-5a10422dd300___Com.G_TgS_FL 9772.JPG,leaves on top of a table
11315,11315,Tomato__Target_Spot/0fe7d644-dc8b-49f7-9a41-33ec029f6437___Com.G_TgS_FL 8274.JPG,a green leaf with brown markings
11316,11316,Tomato__Target_Spot/0ff11bec-6751-47dc-86a0-cf28682f13d3___Com.G_TgS_FL 7907.JPG,"some leaves with the word, in the background"
11317,11317,Tomato__Target_Spot/0ff32a4f-e1d2-4ab4-98ae-41ef143c56b1___Com.G_TgS_FL 1084.JPG,a leaf in the sand
11318,11318,Tomato__Target_Spot/100058f3-57c8-4237-b57b-b46a48db3730___Com.G_TgS_FL 7973.JPG,a leaf
11319,11319,Tomato__Target_Spot/1006b3dd-22d8-41b8-b83d-08bf189fcdaa___Com.G_TgS_FL 8118.JPG,a leaf lying on the ground
11320,11320,Tomato__Target_Spot/1070e740-6ac0-4e66-b450-ae7ced095091___Com.G_TgS_FL 0757.JPG,leaves that have been taken by the weather photo credit
11321,11321,Tomato__Target_Spot/1078fabc-a383-469b-a3ae-6ab9688224f1___Com.G_TgS_FL 0790.JPG,"green leaves with an inscription saying,'the leaf to life is not in a"
11322,11322,Tomato__Target_Spot/1081a896-2b4a-447c-a882-361817ab94b8___Com.G_TgS_FL 0909.JPG,a leaf with a shadow on the surface
11323,11323,Tomato__Target_Spot/109ac0d6-8530-42dc-9dce-8242f839c61f___Com.G_TgS_FL 1105.JPG,the leaves that are seen on a photo
11324,11324,Tomato__Target_Spot/10bbf909-db34-43f1-9a05-eaca805eace2___Com.G_TgS_FL 7997.JPG,a leaf with a text that says'i know nothing i do in the world
11325,11325,Tomato__Target_Spot/10e35abb-b0a4-4aa2-a533-ab12c7fbe76a___Com.G_TgS_FL 8035.JPG,a leaf that has been pressed into a concrete floor
11326,11326,Tomato__Target_Spot/10e52d38-fe13-47b5-b105-27441e4dece7___Com.G_TgS_FL 9766.JPG,a leaf and the words'i know'written in gold letters
11327,11327,Tomato__Target_Spot/112db582-127e-455c-8ee4-b0ab6bb3e075___Com.G_TgS_FL 8346.JPG,a leaf with the word'green tree '
11328,11328,Tomato__Target_Spot/116dd823-932b-41f0-b0b3-4a0bbd360f8f___Com.G_TgS_FL 0876.JPG,"leaves in a bowl, one leaf is laying on top"
11329,11329,Tomato__Target_Spot/118a4a8a-3a07-41e5-ae87-f15efaa264f0___Com.G_TgS_FL 0859.JPG,green leaf on grey surface
11330,11330,Tomato__Target_Spot/11c87e02-aabb-4e93-a320-bae6cd4b0fb8___Com.G_TgS_FL 9842.JPG,leaves in front of an empty room
11331,11331,Tomato__Target_Spot/11d27524-c622-4901-9422-928fff0445c2___Com.G_TgS_FL 8003.JPG,a green leaf on the ground
11332,11332,Tomato__Target_Spot/11d94c10-2699-48ee-b3fb-27d4ac60aeaf___Com.G_TgS_FL 9894.JPG,leaves in the sand
11333,11333,Tomato__Target_Spot/12043f51-8708-4543-ae7b-1a4e97376ade___Com.G_TgS_FL 8244.JPG,a leaf on the ground
11334,11334,Tomato__Target_Spot/1220c0aa-f6e0-4b7d-ab11-44e73b0b10f4___Com.G_TgS_FL 9863.JPG,a leaf on the floor
11335,11335,Tomato__Target_Spot/124f6318-c33b-4344-babd-d8f16be507c1___Com.G_TgS_FL 0857.JPG,a leaf with some leaves floating
11336,11336,Tomato__Target_Spot/12d24a09-d4e7-419c-8a19-b0efa059c3ec___Com.G_TgS_FL 1020.JPG,"a leaf and text that reads, in all the words there is no truth but"
11337,11337,Tomato__Target_Spot/13171789-e847-42d1-ac9b-cfeecb94bf82___Com.G_TgS_FL 1038.JPG,the leaves on the ground
11338,11338,Tomato__Target_Spot/132459bb-916b-4bff-a176-a43a9585df7c___Com.G_TgS_FL 9904.JPG,a green leaf that has been cut off
11339,11339,Tomato__Target_Spot/13251526-fecf-42d9-9d4e-81a06c5475e5___Com.G_TgS_FL 8376.JPG,leaves on grey paper
11340,11340,Tomato__Target_Spot/13358e3d-69ae-40e0-9b04-6d3237ffeded___Com.G_TgS_FL 0993.JPG,a leaf on a table with the shadow of the plant behind it
11341,11341,Tomato__Target_Spot/13cbc6d9-c5b3-42c8-8228-e11affd93c9b___Com.G_TgS_FL 8137.JPG,a leaf on a grey surface
11342,11342,Tomato__Target_Spot/13eeb215-0df7-48c3-a6ed-5bc0db687a5f___Com.G_TgS_FL 9723.JPG,a leaf
11343,11343,Tomato__Target_Spot/13eec704-81e1-46ff-b316-f9271fc39d3b___Com.G_TgS_FL 1114.JPG,a green leaf with two shadow on the ground
11344,11344,Tomato__Target_Spot/142bb1d4-109d-4340-991a-935f2eddbc48___Com.G_TgS_FL 7910.JPG,a plant on the ground
11345,11345,Tomato__Target_Spot/148cdbbd-8c98-494d-9768-24dee1079b67___Com.G_TgS_FL 9664.JPG,a leaf on the ground
11346,11346,Tomato__Target_Spot/14b33831-3899-46b9-b987-8654111ecf84___Com.G_TgS_FL 1115.JPG,an illustration with the title'the land
11347,11347,Tomato__Target_Spot/14f0c0f2-b40f-446d-94f8-e1a2bc3246fd___Com.G_TgS_FL 0840.JPG,"two leaves in the background, with a white background and text that says'best"
11348,11348,Tomato__Target_Spot/152c3594-234d-4385-b487-83ea574cd860___Com.G_TgS_FL 1132.JPG,an oak leaf on a gray surface
11349,11349,Tomato__Target_Spot/15e6ea48-3815-4e37-a901-e2fbeea1b78c___Com.G_TgS_FL 7870.JPG,a leaf on the ground
11350,11350,Tomato__Target_Spot/160f7688-821b-4d25-a867-62d0cf492777___Com.G_TgS_FL 0808.JPG,a leaf on the ground
11351,11351,Tomato__Target_Spot/1618e9b6-dbf3-4d92-a9bb-0460f121015b___Com.G_TgS_FL 9754.JPG,leaves that have been washed up on the sand
11352,11352,Tomato__Target_Spot/164c168a-8d91-42b4-8f6d-08217b423068___Com.G_TgS_FL 7981.JPG,"two leaf shapes, one on the left and the other on the right"
11353,11353,Tomato__Target_Spot/16bead56-f62b-4b0a-8e90-6840f54f224a___Com.G_TgS_FL 0815.JPG,a leaf with text'thank you '
11354,11354,Tomato__Target_Spot/16e6cb79-1738-454a-aca2-a092bb0f5805___Com.G_TgS_FL 0861.JPG,a leaf on the surface
11355,11355,Tomato__Target_Spot/17975abb-ad00-4e50-bf84-7e5d5dd07880___Com.G_TgS_FL 0769.JPG,a leaf on the ground
11356,11356,Tomato__Target_Spot/17cc92e0-8ca2-4917-8a55-1c4eb0e66182___Com.G_TgS_FL 9857.JPG,an old leaf with the title'i see you now with this is all i
11357,11357,Tomato__Target_Spot/1840e451-4049-49de-a7ee-9f305e85d3c3___Com.G_TgS_FL 9966.JPG,a leaf with an outline in the center
11358,11358,Tomato__Target_Spot/18aec9e4-7df5-42ff-8465-748a8231ab0a___Com.G_TgS_FL 8101.JPG,a leaf on the ground
11359,11359,Tomato__Target_Spot/18d6ab94-246a-48f9-b5df-b95c02180ff0___Com.G_TgS_FL 9967.JPG,a leaf laying on a beach with the words'life is good '
11360,11360,Tomato__Target_Spot/191ce103-d383-4bee-8418-e885e048e001___Com.G_TgS_FL 8248.JPG,a leaf in the sand
11361,11361,Tomato__Target_Spot/198836e7-53b2-41b0-b87a-e43f7d804dd2___Com.G_TgS_FL 8313.JPG,an ivy leaves with water droplets on the surface
11362,11362,Tomato__Target_Spot/19f500f4-67a4-48ab-ba8d-e9cebbc5352d___Com.G_TgS_FL 7897.JPG,a leaf
11363,11363,Tomato__Target_Spot/1a3fba97-a09e-48f3-b74e-fe060a03f39b___Com.G_TgS_FL 0856.JPG,a leaf and some other plants on the ground
11364,11364,Tomato__Target_Spot/1a519d98-24e1-48bc-af8b-1e9c6ede95e8___Com.G_TgS_FL 9678.JPG,a leaf on a piece of paper
11365,11365,Tomato__Target_Spot/1a94e7be-a54f-42e2-ac9c-7242ea9d0fb0___Com.G_TgS_FL 9852.JPG,a leaf that is floating in the air
11366,11366,Tomato__Target_Spot/1acc1730-96e3-476d-a25a-2c0de0a8df74___Com.G_TgS_FL 8228.JPG,the cover for the book the life and times of charles lloyd
11367,11367,Tomato__Target_Spot/1ae385d6-0c21-402d-b291-d3b7c0ed57c5___Com.G_TgS_FL 8131.JPG,leaves on a white surface
11368,11368,Tomato__Target_Spot/1b0bb2af-424b-4268-9f2b-80e4324b769d___Com.G_TgS_FL 8358.JPG,leaves on the floor
11369,11369,Tomato__Target_Spot/1b46f9fb-4e90-4cbf-bad5-78414e389be2___Com.G_TgS_FL 8001.JPG,the leaves on the wall
11370,11370,Tomato__Target_Spot/1bc7877c-d674-4242-bc37-a77b5e7d7dc6___Com.G_TgS_FL 8263.JPG,some leaves with text on it
11371,11371,Tomato__Target_Spot/1bd1e7a3-614e-4ae4-8707-effd2b0e42fb___Com.G_TgS_FL 0688.JPG,the book's cover
11372,11372,Tomato__Target_Spot/1c051bf2-9fb9-4d1f-b5c3-d813c0278aca___Com.G_TgS_FL 9683.JPG,a leaf on top of a beige background
11373,11373,Tomato__Target_Spot/1c449341-6c92-4eeb-b83a-536d23ebbe96___Com.G_TgS_FL 8011.JPG,a leaf with the words why we are a leaf
11374,11374,Tomato__Target_Spot/1c4677d0-4d19-490a-8b7a-5894806174fb___Com.G_TgS_FL 0965.JPG,leaves that is in the sand
11375,11375,Tomato__Target_Spot/1c980f09-7e37-4e57-96e5-d18783691134___Com.G_TgS_FL 9908.JPG,the leaf on the table
11376,11376,Tomato__Target_Spot/1cf38c9a-f005-455f-9101-a04239ccb9a4___Com.G_TgS_FL 0749.JPG,a leaf on a table
11377,11377,Tomato__Target_Spot/1d51081c-bd57-42aa-9a2b-c394912e87c7___Com.G_TgS_FL 9740.JPG,the leaf that is on display at the london botanical gardens
11378,11378,Tomato__Target_Spot/1d67d1c7-108d-4090-88c5-519d52963e9a___Com.G_TgS_FL 0980.JPG,a green leaf with an overlay image
11379,11379,Tomato__Target_Spot/1d7a5100-9953-46fc-b665-8bb9e48bfae5___Com.G_TgS_FL 0921.JPG,"a leaf with the words, how not to get into this situation and not to"
11380,11380,Tomato__Target_Spot/1dbc3729-aa02-46fb-9276-79a382f62026___Com.G_TgS_FL 7951.JPG,a leaf sitting on the road
11381,11381,Tomato__Target_Spot/1ea4741f-c01c-486e-a4b4-c77bce536f95___Com.G_TgS_FL 9821.JPG,leaves that looks like green leaves
11382,11382,Tomato__Target_Spot/1ec7a39a-7eec-434e-94ae-c6d32923b1e2___Com.G_TgS_FL 1107.JPG,a leaf in the ground
11383,11383,Tomato__Target_Spot/1f2808be-4fd7-4711-b2dd-5dcc765ef22f___Com.G_TgS_FL 8307.JPG,a leaf
11384,11384,Tomato__Target_Spot/1f315135-8b90-4b79-ac61-c71a06ab141e___Com.G_TgS_FL 8080.JPG,a leaf on the bottom
11385,11385,Tomato__Target_Spot/1f778f17-eacb-4d7a-bf34-041955ebff8f___Com.G_TgS_FL 0694.JPG,a leaf on a gray background
11386,11386,Tomato__Target_Spot/20515a64-1d49-4e91-b27f-2d150bd68db2___Com.G_TgS_FL 7926.JPG,a leaf with a shadow on it
11387,11387,Tomato__Target_Spot/205f692a-698d-4572-9b11-b293092cd269___Com.G_TgS_FL 8205.JPG,a leaf and a gray background
11388,11388,Tomato__Target_Spot/20ac4321-f374-48d4-89c8-ef09f35f1271___Com.G_TgS_FL 8145.JPG,the sun coming through a leaf
11389,11389,Tomato__Target_Spot/20e074f5-27bb-48ac-8cb6-bb6586f3aeaa___Com.G_TgS_FL 8200.JPG,leaves and water on the floor
11390,11390,Tomato__Target_Spot/216986d3-6b5d-47e6-8ae5-876de7aac386___Com.G_TgS_FL 8199.JPG,an oak leaf in the sand
11391,11391,Tomato__Target_Spot/21979570-bcc3-481e-bde0-ca5e108d3844___Com.G_TgS_FL 8388.JPG,a leaf with the words life insurance in it
11392,11392,Tomato__Target_Spot/21aa9ddb-0051-41c7-b1e3-316c20c64483___Com.G_TgS_FL 8151.JPG,leaves against a grey background
11393,11393,Tomato__Target_Spot/21c3078a-7741-49f6-87af-394cc005e18f___Com.G_TgS_FL 7891.JPG,a leaf that is falling from the ground
11394,11394,Tomato__Target_Spot/21c8de33-5db5-4cd9-8f69-c424c0b63414___Com.G_TgS_FL 9888.JPG,a leaf with leaves that have fallen from them
11395,11395,Tomato__Target_Spot/21ed59ab-b900-4ba0-b32c-58a7963935c4___Com.G_TgS_FL 0040.JPG,a leaf and its shadow
11396,11396,Tomato__Target_Spot/225b37a6-449f-4436-92be-ae3299f968a4___Com.G_TgS_FL 8197.JPG,a green leaf with its shadow on it
11397,11397,Tomato__Target_Spot/227541e4-58a7-4abe-aef0-0fab2131c907___Com.G_TgS_FL 0743.JPG,the cover to the album
11398,11398,Tomato__Target_Spot/22beb2c0-f830-421b-99b9-eaa0519b1667___Com.G_TgS_FL 0739.JPG,leaves on the ground
11399,11399,Tomato__Target_Spot/23030173-1999-4b35-b096-59a70bdc2682___Com.G_TgS_FL 8375.JPG,a leaf lying in the sand
11400,11400,Tomato__Target_Spot/2334031d-35e6-4e99-bfee-e21c5fa1a75f___Com.G_TgS_FL 8334.JPG,a leaf that has been made into a book
11401,11401,Tomato__Target_Spot/23b6e2a4-c231-4270-994e-6a5e58edddc7___Com.G_TgS_FL 8279.JPG,leaves on a wall
11402,11402,Tomato__Target_Spot/23b8aa36-5173-44a0-825d-612eed98eaeb___Com.G_TgS_FL 0037.JPG,a leaf that is laying on the ground
11403,11403,Tomato__Target_Spot/23bc8a9f-5b65-4e12-96f5-fe706f31b32e___Com.G_TgS_FL 8171.JPG,a leaf with some leaves on the ground
11404,11404,Tomato__Target_Spot/242cf310-927e-4933-85b6-d4d019ae6db1___Com.G_TgS_FL 0017.JPG,leaves in the sand on a white background
11405,11405,Tomato__Target_Spot/24bc07a7-87f1-441c-9c4d-8b29ec0fae9d___Com.G_TgS_FL 8126.JPG,two small leaves laying on the ground
11406,11406,Tomato__Target_Spot/252b0f54-737e-4622-960c-2196803b6a00___Com.G_TgS_FL 0974.JPG,the leaf of a plant
11407,11407,Tomato__Target_Spot/258b3066-17f2-4cd0-967b-8c1f7b2bedf4___Com.G_TgS_FL 9860.JPG,an autumn leaf
11408,11408,Tomato__Target_Spot/25e2f100-2c7b-4c06-a5f2-0bce10499905___Com.G_TgS_FL 1096.JPG,a plant that is in the middle of the ground
11409,11409,Tomato__Target_Spot/25f5dde8-4c91-46d6-b2e9-b818a12e3618___Com.G_TgS_FL 0822.JPG,a leaf with the words
11410,11410,Tomato__Target_Spot/26150f8e-52df-4b1e-b37c-01f3cfc8d746___Com.G_TgS_FL 9958.JPG,a green leaf with white petals
11411,11411,Tomato__Target_Spot/2615bf45-0d9a-4b11-8eab-25bb5b86937d___Com.G_TgS_FL 1053.JPG,leaves from a forest
11412,11412,Tomato__Target_Spot/26621cfe-fce8-458c-9da0-807dd2affc75___Com.G_TgS_FL 0765.JPG,two leaves with one of them looking like a leaf
11413,11413,Tomato__Target_Spot/2685b528-885d-4ee4-b525-2d4c10ec2d21___Com.G_TgS_FL 0045.JPG,the cover for the new album
11414,11414,Tomato__Target_Spot/26b14c4b-b293-41bb-aabb-4a36346f5e8c___Com.G_TgS_FL 1101.JPG,leaves on a white surface
11415,11415,Tomato__Target_Spot/2727cb2d-0e0d-4179-a0f8-95788e9cc1c3___Com.G_TgS_FL 8303.JPG,"green leaves on the left side, and a light brown background with a black frame"
11416,11416,Tomato__Target_Spot/2761adc9-bf8f-4362-87a6-7619ecf0dbbe___Com.G_TgS_FL 9681.JPG,a single leaf with green leaves on the bottom of it
11417,11417,Tomato__Target_Spot/277f3a84-81e1-44c9-9d89-de7a9ded03ff___Com.G_TgS_FL 8316.JPG,a leaf with the words of an autumn tree
11418,11418,Tomato__Target_Spot/27eb06a0-f8b9-44db-a169-4e3e6553f3f2___Com.G_TgS_FL 1108.JPG,a leaf on the ground
11419,11419,Tomato__Target_Spot/280c585c-d0d6-4558-87ff-04c5f67a1d56___Com.G_TgS_FL 8027.JPG,a leaf on the ground
11420,11420,Tomato__Target_Spot/2871a865-06e7-4a2e-be51-77743b1a9f72___Com.G_TgS_FL 8149.JPG,the cover of a single woman by david moore
11421,11421,Tomato__Target_Spot/290ea84a-2458-4291-8065-644c5a826935___Com.G_TgS_FL 0039.JPG,a leaf with white markings on the surface
11422,11422,Tomato__Target_Spot/2914d8c0-09ba-4a50-a075-738c4a63e288___Com.G_TgS_FL 8119.JPG,a leaf with a black and white background
11423,11423,Tomato__Target_Spot/29290d4b-f5ac-4c05-9408-60a0e5fcf867___Com.G_TgS_FL 1009.JPG,a single leaf
11424,11424,Tomato__Target_Spot/294342db-c137-4644-9b1e-fb4bf61d7508___Com.G_TgS_FL 8288.JPG,the cover for a single album
11425,11425,Tomato__Target_Spot/29ffa975-cc38-456f-b2ac-bcef11ec7950___Com.G_TgS_FL 0654.JPG,leaves with shadow on the surface
11426,11426,Tomato__Target_Spot/2a1190a6-0661-4066-a05d-2b6486788f10___Com.G_TgS_FL 8239.JPG,a leaf on a gray background
11427,11427,Tomato__Target_Spot/2a1fa2a0-b6ab-4c9b-984f-ea4108087568___Com.G_TgS_FL 8225.JPG,two leaves that are pressed on the floor
11428,11428,Tomato__Target_Spot/2a71aaa1-bbbc-4d44-a8b6-8ef1f0ebd8ff___Com.G_TgS_FL 1102.JPG,"a leaf on a sidewalk with the word,'living in the wilderness '"
11429,11429,Tomato__Target_Spot/2b2c841a-f3e8-4861-83d4-c00eaace0049___Com.G_TgS_FL 9897.JPG,a leaf on the side
11430,11430,Tomato__Target_Spot/2b9b189c-11a8-46ce-9553-acce775bd29d___Com.G_TgS_FL 9978.JPG,a leaf on the right hand side
11431,11431,Tomato__Target_Spot/2bf19a03-71d0-4c97-9dc2-eadaeefac5e6___Com.G_TgS_FL 1002.JPG,leaves with the shadow from it
11432,11432,Tomato__Target_Spot/2c93d540-be61-4546-9cbc-74c776f19379___Com.G_TgS_FL 0690.JPG,a leaf on a table
11433,11433,Tomato__Target_Spot/2cd822da-0f2b-48a2-9216-6da7fd957874___Com.G_TgS_FL 0761.JPG,a leaf on a gray surface
11434,11434,Tomato__Target_Spot/2cfdcad0-ed4d-496a-80dc-38852264f4cc___Com.G_TgS_FL 0893.JPG,an image of a leaf with a long stem on the back
11435,11435,Tomato__Target_Spot/2d842c15-c1cd-4f2b-9e12-27855abb9758___Com.G_TgS_FL 0812.JPG,a leaf on the floor
11436,11436,Tomato__Target_Spot/2d918628-2486-4303-8e68-07fdefe3ae6b___Com.G_TgS_FL 9729.JPG,some leaves on a white table
11437,11437,Tomato__Target_Spot/2e14fe88-6f4a-4765-9255-7b05d75db72a___Com.G_TgS_FL 9742.JPG,a leaf with an odd name
11438,11438,Tomato__Target_Spot/2e4a4f1b-f045-42c2-9e29-6b7edcb8f2ef___Com.G_TgS_FL 0996.JPG,a leaf on the table
11439,11439,Tomato__Target_Spot/2e6677ea-2788-49fd-86bc-1a3d3842725d___Com.G_TgS_FL 1092.JPG,a leaf on the ground
11440,11440,Tomato__Target_Spot/2e7e9a37-1d74-4435-94a6-6ac966447e75___Com.G_TgS_FL 9853.JPG,a leaf with water on the bottom
11441,11441,Tomato__Target_Spot/2e84b294-8296-4b6a-a702-22e4bb6df804___Com.G_TgS_FL 0899.JPG,a leaf on a table
11442,11442,Tomato__Target_Spot/2e92c5f1-e71e-4d65-9fa8-6f51c242142e___Com.G_TgS_FL 0936.JPG,the leaf in a room with a wall
11443,11443,Tomato__Target_Spot/2eaa8846-bda1-4dc2-b89f-94010addc4b6___Com.G_TgS_FL 8164.JPG,an unlabious leaf
11444,11444,Tomato__Target_Spot/300a1a92-1ef2-4e5f-914a-58cb34268f89___Com.G_TgS_FL 9787.JPG,"green leaf, with black dots on it"
11445,11445,Tomato__Target_Spot/301b5d55-0a07-4135-8a65-0314a4b50fe8___Com.G_TgS_FL 8161.JPG,a leaf on top of a tile
11446,11446,Tomato__Target_Spot/3021f8a0-e41c-4f6d-9b48-0e71e8b7339d___Com.G_TgS_FL 9943.JPG,a green leaf
11447,11447,Tomato__Target_Spot/30d35029-a9ce-44c7-b717-0fabef24398d___Com.G_TgS_FL 8253.JPG,a leaf on the ground
11448,11448,Tomato__Target_Spot/30e99558-7eac-4fbc-a9dc-7f2af1d8ee23___Com.G_TgS_FL 0782.JPG,a leaf on a white surface
11449,11449,Tomato__Target_Spot/311559f0-d5ee-4542-8280-809d1d09e1ad___Com.G_TgS_FL 8099.JPG,two leaves and one is an empty glass
11450,11450,Tomato__Target_Spot/312117bf-d6f3-41a0-8dd8-50a221e61d87___Com.G_TgS_FL 8293.JPG,a leaf on a wall
11451,11451,Tomato__Target_Spot/31498266-6e63-4b16-900e-0a10f28b6c1c___Com.G_TgS_FL 9752.JPG,a plant with leaves
11452,11452,Tomato__Target_Spot/315fed46-d81c-4e73-9e75-b264ce20ddc6___Com.G_TgS_FL 8019.JPG,a green leaf in the middle
11453,11453,Tomato__Target_Spot/31dff38a-b7d1-47b7-af46-2dcef29f4e0e___Com.G_TgS_FL 1077.JPG,a leaf on a concrete surface
